sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ORDER_0085,BOX_0085_0011,39.29,11.48,40.46,1
ORDER_0085,BOX_0085_0012,27.65,35.99,19.68,1
ORDER_0085,BOX_0085_0013,22.84,14.15,59.54,1
ORDER_0085,BOX_0085_0014,22.84,59.54,25.25,1
ORDER_0085,BOX_0085_0015,30.7,11.11,23.02,1
ORDER_0085,BOX_0085_0016,11.11,30.7,9.93,1
ORDER_0085,BOX_0085_0017,10.14,65.09,25.07,1
ORDER_0085,BOX_0085_0018,23.66,25.07,65.09,1
ORDER_0085,BOX_0085_0019,26.59,57.09,16.24,1
ORDER_0085,BOX_0085_0020,17.83,29.72,50.87,1
ORDER_0085,BOX_0085_0021,29.72,49.13,17.83,1
ORDER_0085,BOX_0085_0022,13.9,18.88,57.09,1
ORDER_0085,BOX_0085_0023,26.56,18.88,57.09,1
ORDER_0085,BOX_0085_0024,29.72,65.03,25.08,1
ORDER_0085,BOX_0085_0025,29.72,34.97,25.08,1
ORDER_0085,BOX_0085_0026,42.63,26.73,16.27,1
ORDER_0085,BOX_0085_0027,21.79,42.63,26.73,1
ORDER_0085,BOX_0085_0028,11.77,38.23,23.42,1
ORDER_0085,BOX_0085_0029,38.23,23.42,21.18,1
ORDER_0085,BOX_0085_0030,16.6,24.11,65.09,1
ORDER_0085,BOX_0085_0031,11.54,24.11,65.09,1
ORDER_0085,BOX_0085_0032,9.25,23.42,32.95,1
ORDER_0085,BOX_0085_0033,9.61,23.42,32.95,1
ORDER_0085,BOX_0085_0034,34.91,21.14,20.57,1
ORDER_0085,BOX_0085_0035,34.91,14.88,21.14,1
ORDER_0085,BOX_0085_0036,10.29,16.19,42.91,1
ORDER_0085,BOX_0085_0037,10.29,15.86,42.91,1
ORDER_0085,BOX_0085_0038,27.65,23.23,17.85,1
ORDER_0085,BOX_0085_0039,18.14,27.65,23.23,1
ORDER_0085,BOX_0085_0040,21.99,19.22,42.63,1
ORDER_0085,BOX_0085_0041,42.63,18.84,21.99,1
ORDER_0085,BOX_0085_0042,42.91,32.05,10.18,1
ORDER_0085,BOX_0085_0043,42.91,32.05,7.18,1
ORDER_0085,BOX_0085_0044,26.59,11.14,57.09,1
ORDER_0085,BOX_0085_0045,26.59,7.15,57.09,1
ORDER_0085,BOX_0085_0046,11.1,42.63,38.06,1
ORDER_0085,BOX_0085_0047,42.63,38.06,5.27,1
ORDER_0085,BOX_0085_0048,34.91,26.47,21.14,1
ORDER_0085,BOX_0085_0049,38.08,21.14,34.91,1
ORDER_0086,BOX_0086_0000,100.0,34.77,15.5,1
ORDER_0086,BOX_0086_0001,100.0,18.62,18.52,1
ORDER_0086,BOX_0086_0002,100.0,18.62,16.25,1
ORDER_0086,BOX_0086_0003,100.0,34.12,25.36,1
ORDER_0086,BOX_0086_0004,34.12,100.0,39.87,1
ORDER_0086,BOX_0086_0005,39.33,38.66,100.0,1
ORDER_0086,BOX_0086_0006,27.86,21.83,100.0,1
ORDER_0086,BOX_0086_0007,28.56,33.74,100.0,1
ORDER_0086,BOX_0086_0008,100.0,26.93,28.56,1
ORDER_0086,BOX_0086_0009,32.09,15.49,60.67,1
ORDER_0086,BOX_0086_0010,67.91,60.67,15.49,1
ORDER_0086,BOX_0086_0011,32.81,11.5,100.0,1
ORDER_0086,BOX_0086_0012,32.81,10.33,100.0,1
ORDER_0086,BOX_0086_0013,27.22,49.52,39.33,1
ORDER_0086,BOX_0086_0014,27.22,50.48,39.33,1
ORDER_0087,BOX_0087_0000,35.13,56.87,31.33,1
ORDER_0087,BOX_0087_0001,7.65,21.52,100.0,1
ORDER_0087,BOX_0087_0002,35.35,7.65,100.0,1
ORDER_0087,BOX_0087_0003,41.92,18.71,56.87,1
ORDER_0087,BOX_0087_0004,21.53,23.86,24.47,1
ORDER_0087,BOX_0087_0005,18.71,10.18,56.87,1
ORDER_0087,BOX_0087_0006,16.57,56.87,18.71,1
ORDER_0087,BOX_0087_0007,11.98,100.0,20.34,1
ORDER_0087,BOX_0087_0008,27.84,17.37,43.13,1
ORDER_0087,BOX_0087_0009,9.09,60.84,43.13,1
ORDER_0087,BOX_0087_0010,9.09,39.16,43.13,1
ORDER_0087,BOX_0087_0011,18.95,24.47,23.86,1
ORDER_0087,BOX_0087_0012,23.86,24.47,29.51,1
ORDER_0087,BOX_0087_0013,33.78,16.42,56.87,1
ORDER_0087,BOX_0087_0014,56.87,16.42,34.89,1
ORDER_0087,BOX_0087_0015,33.5,6.85,45.24,1
ORDER_0087,BOX_0087_0016,63.13,16.0,43.13,1
ORDER_0087,BOX_0087_0017,23.86,18.66,40.05,1
ORDER_0087,BOX_0087_0018,23.86,18.66,29.94,1
ORDER_0087,BOX_0087_0019,43.13,34.19,27.39,1
ORDER_0087,BOX_0087_0020,21.84,11.98,100.0,1
ORDER_0087,BOX_0087_0021,43.13,20.92,17.39,1
ORDER_0087,BOX_0087_0022,19.21,20.92,43.13,1
ORDER_0087,BOX_0087_0023,43.13,5.92,63.13,1
ORDER_0087,BOX_0087_0024,3.31,43.13,63.13,1
ORDER_0087,BOX_0087_0025,14.47,63.4,20.92,1
ORDER_0087,BOX_0087_0026,28.66,63.4,20.92,1
ORDER_0087,BOX_0087_0027,23.17,45.24,34.55,1
ORDER_0087,BOX_0087_0028,23.12,45.24,34.55,1
ORDER_0087,BOX_0087_0029,16.73,28.94,43.13,1
ORDER_0087,BOX_0087_0030,10.66,28.94,43.13,1
ORDER_0087,BOX_0087_0031,100.0,11.98,5.35,1
ORDER_0087,BOX_0087_0032,15.47,45.24,43.43,1
ORDER_0087,BOX_0087_0033,15.47,45.24,56.57,1
ORDER_0087,BOX_0087_0034,28.06,45.24,6.85,1
ORDER_0087,BOX_0087_0035,38.44,45.24,6.85,1
ORDER_0087,BOX_0087_0036,34.81,9.34,11.98,1
ORDER_0087,BOX_0087_0037,9.34,11.98,65.19,1
ORDER_0087,BOX_0087_0038,17.37,35.29,28.68,1
ORDER_0087,BOX_0087_0039,14.45,17.37,35.29,1
ORDER_0087,BOX_0087_0040,34.55,13.91,53.71,1
ORDER_0087,BOX_0087_0041,13.01,34.11,43.13,1
ORDER_0087,BOX_0087_0042,13.01,35.88,43.13,1
ORDER_0087,BOX_0087_0043,10.34,53.71,34.55,1
ORDER_0087,BOX_0087_0044,34.55,20.99,53.71,1
ORDER_0088,BOX_0088_0000,40.48,68.71,10.9,1
ORDER_0088,BOX_0088_0001,52.79,47.52,13.42,1
ORDER_0088,BOX_0088_0002,55.44,22.89,35.37,1
ORDER_0088,BOX_0088_0003,31.29,10.9,12.63,1
ORDER_0088,BOX_0088_0004,23.84,22.02,64.63,1
ORDER_0088,BOX_0088_0005,7.32,64.63,23.33,1
ORDER_0088,BOX_0088_0006,64.63,13.97,16.52,1
ORDER_0088,BOX_0088_0007,64.63,16.52,9.36,1
ORDER_0088,BOX_0088_0008,31.14,39.75,39.21,1
ORDER_0088,BOX_0088_0009,35.37,25.92,22.46,1
ORDER_0088,BOX_0088_0010,41.38,31.14,38.59,1
ORDER_0088,BOX_0088_0011,41.38,31.14,20.93,1
ORDER_0088,BOX_0088_0012,24.16,44.5,20.24,1
ORDER_0088,BOX_0088_0013,24.16,55.5,20.24,1
ORDER_0088,BOX_0088_0014,18.87,31.14,39.53,1
ORDER_0088,BOX_0088_0015,19.99,31.14,18.87,1
ORDER_0088,BOX_0088_0016,19.37,31.14,20.31,1
ORDER_0088,BOX_0088_0017,45.35,21.33,19.41,1
ORDER_0088,BOX_0088_0018,5.01,31.29,27.85,1
ORDER_0088,BOX_0088_0019,5.89,31.29,27.85,1
ORDER_0088,BOX_0088_0020,54.65,32.06,16.26,1
ORDER_0088,BOX_0088_0021,16.32,20.24,63.02,1
ORDER_0088,BOX_0088_0022,36.98,16.32,20.24,1
ORDER_0088,BOX_0088_0023,37.01,22.58,48.61,1
ORDER_0088,BOX_0088_0024,22.58,48.61,18.43,1
ORDER_0088,BOX_0088_0025,14.25,19.41,43.3,1
ORDER_0088,BOX_0088_0026,31.1,43.3,19.41,1
ORDER_0088,BOX_0088_0027,47.21,32.22,13.42,1
ORDER_0088,BOX_0088_0028,32.15,54.26,13.42,1
ORDER_0088,BOX_0088_0029,32.15,45.74,13.42,1
ORDER_0088,BOX_0088_0030,55.44,24.74,19.33,1
ORDER_0088,BOX_0088_0031,29.52,15.94,22.46,1
ORDER_0088,BOX_0088_0032,19.43,29.52,22.46,1
ORDER_0088,BOX_0088_0033,13.42,39.11,20.33,1
ORDER_0088,BOX_0088_0034,60.89,13.42,20.33,1
ORDER_0088,BOX_0088_0035,48.61,17.76,32.07,1
ORDER_0088,BOX_0088_0036,37.68,32.07,48.61,1
ORDER_0088,BOX_0088_0037,15.39,32.06,54.65,1
ORDER_0088,BOX_0088_0038,54.65,32.06,8.48,1
ORDER_0088,BOX_0088_0039,19.33,27.41,29.91,1
ORDER_0088,BOX_0088_0040,19.33,28.03,29.91,1
ORDER_0088,BOX_0088_0041,40.71,12.19,45.35,1
ORDER_0088,BOX_0088_0042,12.19,45.35,23.92,1
ORDER_0088,BOX_0088_0043,11.7,20.31,20.38,1
ORDER_0088,BOX_0088_0044,19.44,20.31,20.38,1
ORDER_0088,BOX_0088_0045,15.3,47.21,9.1,1
ORDER_0088,BOX_0088_0046,15.3,47.21,4.32,1
ORDER_0088,BOX_0088_0047,54.65,32.06,5.12,1
ORDER_0088,BOX_0088_0048,54.65,10.19,32.06,1
ORDER_0089,BOX_0089_0000,100.0,16.44,44.41,1
ORDER_0089,BOX_0089_0001,45.24,40.66,46.23,1
ORDER_0089,BOX_0089_0002,15.88,33.24,38.32,1
ORDER_0089,BOX_0089_0003,33.24,38.32,22.78,1
ORDER_0089,BOX_0089_0004,16.44,46.44,34.98,1
ORDER_0089,BOX_0089_0005,21.19,45.24,100.0,1
ORDER_0089,BOX_0089_0006,34.98,16.44,29.36,1
ORDER_0089,BOX_0089_0007,24.2,34.98,16.44,1
ORDER_0089,BOX_0089_0008,18.04,23.48,30.22,1
ORDER_0089,BOX_0089_0009,18.04,69.78,23.48,1
ORDER_0089,BOX_0089_0010,100.0,16.44,6.57,1
ORDER_0089,BOX_0089_0011,16.44,100.0,14.04,1
ORDER_0089,BOX_0089_0012,61.34,33.24,19.69,1
ORDER_0089,BOX_0089_0013,38.32,49.39,22.65,1
ORDER_0089,BOX_0089_0014,50.61,22.65,38.32,1
ORDER_0089,BOX_0089_0015,46.23,39.75,45.24,1
ORDER_0089,BOX_0089_0016,7.13,45.24,46.23,1
ORDER_0089,BOX_0089_0017,45.24,12.46,46.23,1
ORDER_0089,BOX_0089_0018,27.2,34.47,23.48,1
ORDER_0089,BOX_0089_0019,27.2,65.53,23.48,1
ORDER_0089,BOX_0089_0020,33.24,6.82,61.34,1
ORDER_0089,BOX_0089_0021,11.81,33.24,61.34,1
ORDER_0089,BOX_0089_0022,9.1,45.24,37.02,1
ORDER_0089,BOX_0089_0023,45.24,9.1,62.98,1
ORDER_0089,BOX_0089_0024,100.0,44.11,20.76,1
ORDER_0089,BOX_0089_0025,100.0,44.11,17.56,1
ORDER_0090,BOX_0090_0000,10.03,100.0,100.0,1
ORDER_0090,BOX_0090_0001,32.55,46.67,44.65,1
ORDER_0090,BOX_0090_0002,46.67,55.35,32.55,1
ORDER_0090,BOX_0090_0003,100.0,31.17,19.84,1
ORDER_0090,BOX_0090_0004,100.0,31.17,30.95,1
ORDER_0090,BOX_0090_0005,50.79,40.37,46.65,1
ORDER_0090,BOX_0090_0006,46.65,50.79,28.46,1
ORDER_0090,BOX_0090_0007,53.33,32.55,37.42,1
ORDER_0090,BOX_0090_0008,53.33,32.55,22.89,1
ORDER_0090,BOX_0090_0009,6.63,69.09,100.0,1
ORDER_0090,BOX_0090_0010,30.91,6.63,100.0,1
ORDER_0090,BOX_0090_0011,50.79,43.91,53.35,1
ORDER_0090,BOX_0090_0012,53.35,50.79,24.92,1
ORDER_0090,BOX_0090_0013,39.69,19.46,53.33,1
ORDER_0090,BOX_0090_0014,13.09,39.69,53.33,1
ORDER_0091,BOX_0091_0000,44.62,30.31,32.68,1
ORDER_0091,BOX_0091_0001,100.0,34.98,39.73,1
ORDER_0091,BOX_0091_0002,100.0,38.72,7.75,1
ORDER_0091,BOX_0091_0003,100.0,38.72,17.95,1
ORDER_0091,BOX_0091_0004,46.66,100.0,17.51,1
ORDER_0091,BOX_0091_0005,17.51,53.34,34.56,1
ORDER_0091,BOX_0091_0006,17.51,65.44,53.34,1
ORDER_0091,BOX_0091_0007,46.16,34.98,17.06,1
ORDER_0091,BOX_0091_0008,53.84,34.98,17.06,1
ORDER_0091,BOX_0091_0009,20.4,56.79,38.89,1
ORDER_0091,BOX_0091_0010,67.32,38.58,44.62,1
ORDER_0091,BOX_0091_0011,67.32,18.21,44.62,1
ORDER_0091,BOX_0091_0012,40.32,20.4,56.79,1
ORDER_0091,BOX_0091_0013,61.28,64.19,16.59,1
ORDER_0091,BOX_0091_0014,61.28,64.19,9.11,1
ORDER_0091,BOX_0091_0015,25.7,22.26,61.28,1
ORDER_0091,BOX_0091_0016,20.4,9.1,56.79,1
ORDER_0091,BOX_0091_0017,20.4,56.79,11.69,1
ORDER_0091,BOX_0091_0018,32.68,17.84,26.48,1
ORDER_0091,BOX_0091_0019,26.48,10.24,32.68,1
ORDER_0091,BOX_0091_0020,16.54,32.68,26.48,1
ORDER_0091,BOX_0091_0021,24.28,13.55,25.7,1
ORDER_0091,BOX_0091_0022,13.55,25.7,37.0,1
ORDER_0092,BOX_0092_0000,32.74,21.66,38.58,1
ORDER_0092,BOX_0092_0001,17.24,44.14,63.31,1
ORDER_0092,BOX_0092_0002,63.2,36.69,13.57,1
ORDER_0092,BOX_0092_0003,30.57,63.2,36.69,1
ORDER_0092,BOX_0092_0004,29.6,15.48,43.11,1
ORDER_0092,BOX_0092_0005,19.52,43.11,29.6,1
ORDER_0092,BOX_0092_0006,20.86,50.5,43.11,1
ORDER_0092,BOX_0092_0007,30.1,17.7,44.14,1
ORDER_0092,BOX_0092_0008,33.21,17.7,19.53,1
ORDER_0092,BOX_0092_0009,24.61,17.7,33.21,1
ORDER_0092,BOX_0092_0010,56.89,62.67,23.12,1
ORDER_0092,BOX_0092_0011,37.33,29.2,14.48,1
ORDER_0092,BOX_0092_0012,37.33,27.69,14.48,1
ORDER_0092,BOX_0092_0013,32.74,14.21,38.58,1
ORDER_0092,BOX_0092_0014,15.58,36.69,44.14,1
ORDER_0092,BOX_0092_0015,36.69,44.14,21.22,1
ORDER_0092,BOX_0092_0016,20.86,25.4,43.11,1
ORDER_0092,BOX_0092_0017,43.11,24.1,20.86,1
ORDER_0092,BOX_0092_0018,35.76,32.74,20.27,1
ORDER_0092,BOX_0092_0019,21.02,38.58,16.33,1
ORDER_0092,BOX_0092_0020,21.02,38.58,16.41,1
ORDER_0092,BOX_0092_0021,3.9,56.89,37.33,1
ORDER_0092,BOX_0092_0022,61.42,21.13,19.81,1
ORDER_0092,BOX_0092_0023,30.62,12.93,21.13,1
ORDER_0092,BOX_0092_0024,30.8,12.93,21.13,1
ORDER_0092,BOX_0092_0025,10.57,65.06,38.9,1
ORDER_0092,BOX_0092_0026,12.07,38.9,65.06,1
ORDER_0092,BOX_0092_0027,21.5,41.33,38.9,1
ORDER_0092,BOX_0092_0028,21.5,23.73,38.9,1
ORDER_0092,BOX_0092_0029,41.15,19.58,15.26,1
ORDER_0092,BOX_0092_0030,41.15,16.18,15.26,1
ORDER_0092,BOX_0092_0031,39.65,18.28,43.11,1
ORDER_0092,BOX_0092_0032,39.65,16.72,43.11,1
ORDER_0092,BOX_0092_0033,41.15,17.48,17.58,1
ORDER_0092,BOX_0092_0034,17.48,18.18,41.15,1
ORDER_0092,BOX_0092_0035,24.04,30.75,35.0,1
ORDER_0092,BOX_0092_0036,24.14,65.06,24.41,1
ORDER_0092,BOX_0092_0037,20.0,65.06,24.41,1
ORDER_0092,BOX_0092_0038,4.74,19.57,56.89,1
ORDER_0092,BOX_0092_0039,17.76,4.74,56.89,1
ORDER_0092,BOX_0092_0040,6.24,30.75,35.0,1
ORDER_0092,BOX_0092_0041,30.75,12.83,35.0,1
ORDER_0093,BOX_0093_0000,30.55,25.3,100.0,1
ORDER_0093,BOX_0093_0001,48.86,41.92,39.47,1
ORDER_0093,BOX_0093_0002,42.74,32.78,32.68,1
ORDER_0093,BOX_0093_0003,38.85,41.92,22.43,1
ORDER_0093,BOX_0093_0004,41.92,38.85,10.97,1
ORDER_0093,BOX_0093_0005,41.92,17.74,38.85,1
ORDER_0093,BOX_0093_0006,22.77,61.15,41.92,1
ORDER_0093,BOX_0093_0007,11.12,35.25,69.45,1
ORDER_0093,BOX_0093_0008,23.09,41.92,60.53,1
ORDER_0093,BOX_0093_0009,33.96,41.92,28.37,1
ORDER_0093,BOX_0093_0010,19.76,57.26,30.72,1
ORDER_0093,BOX_0093_0011,14.73,19.76,57.26,1
ORDER_0093,BOX_0093_0012,57.26,13.0,19.76,1
ORDER_0093,BOX_0093_0013,25.77,32.31,41.92,1
ORDER_0093,BOX_0093_0014,25.77,41.92,28.22,1
ORDER_0093,BOX_0093_0015,11.12,69.45,29.71,1
ORDER_0093,BOX_0093_0016,11.12,35.04,69.45,1
ORDER_0093,BOX_0093_0017,13.02,68.73,34.27,1
ORDER_0093,BOX_0093_0018,31.27,21.57,38.86,1
ORDER_0093,BOX_0093_0019,28.41,8.67,100.0,1
ORDER_0093,BOX_0093_0020,41.04,3.12,100.0,1
ORDER_0093,BOX_0093_0021,41.04,5.55,100.0,1
ORDER_0093,BOX_0093_0022,27.19,28.37,24.0,1
ORDER_0093,BOX_0093_0023,27.19,28.37,17.92,1
ORDER_0093,BOX_0093_0024,11.21,27.03,31.27,1
ORDER_0093,BOX_0093_0025,11.83,31.27,11.21,1
ORDER_0093,BOX_0093_0026,31.27,32.78,37.12,1
ORDER_0093,BOX_0093_0027,24.02,31.27,32.78,1
ORDER_0093,BOX_0093_0028,9.86,57.26,10.28,1
ORDER_0093,BOX_0093_0029,57.26,10.28,9.9,1
ORDER_0093,BOX_0093_0030,22.99,42.16,13.02,1
ORDER_0093,BOX_0093_0031,26.57,22.99,13.02,1
ORDER_0093,BOX_0093_0032,5.51,24.11,100.0,1
ORDER_0093,BOX_0093_0033,100.0,5.51,45.34,1
ORDER_0093,BOX_0093_0034,32.78,36.05,26.64,1
ORDER_0093,BOX_0093_0035,32.78,36.05,16.1,1
ORDER_0094,BOX_0094_0000,64.11,33.24,31.54,1
ORDER_0094,BOX_0094_0001,35.89,33.24,31.54,1
ORDER_0094,BOX_0094_0002,66.76,35.6,9.53,1
ORDER_0094,BOX_0094_0003,36.29,31.54,30.91,1
ORDER_0094,BOX_0094_0004,29.01,68.46,35.77,1
ORDER_0094,BOX_0094_0005,31.54,28.11,40.11,1
ORDER_0094,BOX_0094_0006,28.11,26.65,31.54,1
ORDER_0094,BOX_0094_0007,68.46,14.83,51.86,1
ORDER_0094,BOX_0094_0008,20.94,51.86,68.46,1
ORDER_0094,BOX_0094_0009,37.38,38.15,44.64,1
ORDER_0094,BOX_0094_0010,62.62,13.7,64.23,1
ORDER_0094,BOX_0094_0011,30.94,62.62,64.23,1
ORDER_0094,BOX_0094_0012,23.28,22.01,66.76,1
ORDER_0094,BOX_0094_0013,22.01,12.32,66.76,1
ORDER_0094,BOX_0094_0014,19.13,40.95,35.77,1
ORDER_0094,BOX_0094_0015,19.13,35.77,27.51,1
ORDER_0094,BOX_0094_0016,16.42,68.14,64.23,1
ORDER_0094,BOX_0094_0017,16.42,31.86,64.23,1
ORDER_0094,BOX_0094_0018,47.44,7.4,64.23,1
ORDER_0094,BOX_0094_0019,7.4,52.56,64.23,1
ORDER_0094,BOX_0094_0020,36.29,31.54,17.73,1
ORDER_0094,BOX_0094_0021,36.29,31.54,18.12,1
ORDER_0094,BOX_0094_0022,37.38,26.08,15.9,1
ORDER_0094,BOX_0094_0023,37.38,26.08,28.74,1
ORDER_0095,BOX_0095_0000,39.62,100.0,16.08,1
ORDER_0095,BOX_0095_0001,100.0,15.69,39.62,1
ORDER_0095,BOX_0095_0002,67.47,39.78,10.41,1
ORDER_0095,BOX_0095_0003,32.53,39.78,10.41,1
ORDER_0095,BOX_0095_0004,6.57,43.96,31.77,1
ORDER_0095,BOX_0095_0005,14.03,43.96,31.77,1
ORDER_0095,BOX_0095_0006,35.47,38.46,43.31,1
ORDER_0095,BOX_0095_0007,43.31,35.47,61.54,1
ORDER_0095,BOX_0095_0008,68.23,27.44,68.15,1
ORDER_0095,BOX_0095_0009,39.78,21.36,31.55,1
ORDER_0095,BOX_0095_0010,21.36,39.78,68.45,1
ORDER_0095,BOX_0095_0011,29.25,32.64,32.17,1
ORDER_0095,BOX_0095_0012,29.25,36.06,32.64,1
ORDER_0095,BOX_0095_0013,13.69,68.23,67.36,1
ORDER_0095,BOX_0095_0014,15.56,67.36,68.23,1
ORDER_0095,BOX_0095_0015,43.31,31.04,32.76,1
ORDER_0095,BOX_0095_0016,68.96,43.31,32.76,1
ORDER_0095,BOX_0095_0017,31.85,44.44,27.44,1
ORDER_0095,BOX_0095_0018,23.79,27.44,31.85,1
ORDER_0095,BOX_0095_0019,31.77,21.67,20.6,1
ORDER_0095,BOX_0095_0020,34.37,31.77,20.6,1
ORDER_0096,BOX_0096_0000,100.0,16.42,40.26,1
ORDER_0096,BOX_0096_0001,11.63,35.24,60.98,1
ORDER_0096,BOX_0096_0002,35.24,26.92,60.98,1
ORDER_0096,BOX_0096_0003,60.98,23.78,21.3,1
ORDER_0096,BOX_0096_0004,21.3,14.77,60.98,1
ORDER_0096,BOX_0096_0005,21.18,61.45,26.47,1
ORDER_0096,BOX_0096_0006,41.07,27.04,43.68,1
ORDER_0096,BOX_0096_0007,16.42,46.48,59.74,1
ORDER_0096,BOX_0096_0008,59.74,16.42,53.52,1
ORDER_0096,BOX_0096_0009,35.36,10.72,61.45,1
ORDER_0096,BOX_0096_0010,15.75,35.36,61.45,1
ORDER_0096,BOX_0096_0011,20.67,34.51,32.27,1
ORDER_0096,BOX_0096_0012,35.87,32.27,34.51,1
ORDER_0096,BOX_0096_0013,56.32,27.04,17.56,1
ORDER_0096,BOX_0096_0014,39.02,100.0,26.79,1
ORDER_0096,BOX_0096_0015,35.35,58.93,14.62,1
ORDER_0096,BOX_0096_0016,58.93,35.58,12.42,1
ORDER_0096,BOX_0096_0017,39.02,33.56,29.75,1
ORDER_0096,BOX_0096_0018,39.02,29.75,66.44,1
ORDER_0096,BOX_0096_0019,12.42,64.42,20.35,1
ORDER_0096,BOX_0096_0020,38.58,64.42,12.42,1
ORDER_0096,BOX_0096_0021,11.4,35.69,29.18,1
ORDER_0096,BOX_0096_0022,11.4,20.85,29.18,1
ORDER_0096,BOX_0096_0023,23.11,29.18,24.52,1
ORDER_0096,BOX_0096_0024,32.02,23.11,29.18,1
ORDER_0096,BOX_0096_0025,56.32,15.89,27.04,1
ORDER_0096,BOX_0096_0026,7.62,56.32,27.04,1
ORDER_0096,BOX_0096_0027,5.19,64.65,58.93,1
ORDER_0096,BOX_0096_0028,64.65,58.93,9.43,1
ORDER_0097,BOX_0097_0000,100.0,31.7,33.74,1
ORDER_0097,BOX_0097_0001,48.95,36.59,60.54,1
ORDER_0097,BOX_0097_0002,60.54,9.43,31.71,1
ORDER_0097,BOX_0097_0003,60.54,31.71,7.03,1
ORDER_0097,BOX_0097_0004,31.73,27.35,30.37,1
ORDER_0097,BOX_0097_0005,31.73,20.68,27.35,1
ORDER_0097,BOX_0097_0006,39.46,33.54,22.26,1
ORDER_0097,BOX_0097_0007,19.78,31.71,22.6,1
ORDER_0097,BOX_0097_0008,37.94,19.78,31.71,1
ORDER_0097,BOX_0097_0009,15.41,25.26,24.31,1
ORDER_0097,BOX_0097_0010,15.41,25.26,43.99,1
ORDER_0097,BOX_0097_0011,68.3,51.05,12.33,1
ORDER_0097,BOX_0097_0012,68.3,51.05,9.32,1
ORDER_0097,BOX_0097_0013,17.66,31.7,31.42,1
ORDER_0097,BOX_0097_0014,68.3,15.76,46.62,1
ORDER_0097,BOX_0097_0015,33.54,26.43,46.04,1
ORDER_0097,BOX_0097_0016,13.03,33.54,46.04,1
ORDER_0097,BOX_0097_0017,14.2,33.08,15.41,1
ORDER_0097,BOX_0097_0018,14.2,35.22,15.41,1
ORDER_0097,BOX_0097_0019,31.42,19.57,12.42,1
ORDER_0097,BOX_0097_0020,31.42,19.57,19.28,1
ORDER_0097,BOX_0097_0021,64.0,11.61,34.84,1
ORDER_0097,BOX_0097_0022,20.09,27.96,34.84,1
ORDER_0097,BOX_0097_0023,34.84,36.04,20.09,1
ORDER_0097,BOX_0097_0024,35.29,26.2,46.62,1
ORDER_0097,BOX_0097_0025,62.77,11.34,31.42,1
ORDER_0097,BOX_0097_0026,31.71,27.44,12.71,1
ORDER_0097,BOX_0097_0027,12.71,33.1,31.71,1
ORDER_0097,BOX_0097_0028,34.84,36.0,13.5,1
ORDER_0097,BOX_0097_0029,36.0,18.2,34.84,1
ORDER_0097,BOX_0097_0030,20.36,38.62,31.42,1
ORDER_0097,BOX_0097_0031,20.36,24.15,31.42,1
ORDER_0097,BOX_0097_0032,28.58,46.62,35.29,1
ORDER_0097,BOX_0097_0033,35.29,13.52,46.62,1
ORDER_0097,BOX_0097_0034,51.05,15.1,31.73,1
ORDER_0097,BOX_0097_0035,31.73,51.05,25.85,1
ORDER_0098,BOX_0098_0000,26.07,57.02,52.26,1
ORDER_0098,BOX_0098_0001,31.08,22.85,57.02,1
ORDER_0098,BOX_0098_0002,47.74,28.81,31.18,1
ORDER_0098,BOX_0098_0003,57.02,52.26,33.74,1
ORDER_0098,BOX_0098_0004,57.02,52.26,17.34,1
ORDER_0098,BOX_0098_0005,18.79,44.83,100.0,1
ORDER_0098,BOX_0098_0006,100.0,44.83,24.19,1
ORDER_0098,BOX_0098_0007,29.09,50.12,17.68,1
ORDER_0098,BOX_0098_0008,17.68,26.08,50.12,1
ORDER_0098,BOX_0098_0009,35.49,8.71,47.74,1
ORDER_0098,BOX_0098_0010,47.74,33.33,8.71,1
ORDER_0098,BOX_0098_0011,25.3,50.12,38.0,1
ORDER_0098,BOX_0098_0012,25.3,17.17,50.12,1
ORDER_0098,BOX_0098_0013,25.15,28.21,39.46,1
ORDER_0098,BOX_0098_0014,22.59,28.21,39.46,1
ORDER_0098,BOX_0098_0015,60.54,22.75,28.21,1
ORDER_0098,BOX_0098_0016,60.54,24.99,28.21,1
ORDER_0098,BOX_0098_0017,57.02,22.85,11.73,1
ORDER_0098,BOX_0098_0018,57.02,22.85,9.45,1
ORDER_0098,BOX_0098_0019,49.88,55.17,25.18,1
ORDER_0098,BOX_0098_0020,49.88,55.17,17.8,1
ORDER_0098,BOX_0098_0021,32.0,20.1,68.82,1
ORDER_0098,BOX_0098_0022,15.74,20.1,68.82,1
ORDER_0099,BOX_0099_0000,33.45,68.76,15.98,1
ORDER_0099,BOX_0099_0001,19.0,100.0,62.48,1
ORDER_0099,BOX_0099_0002,22.56,43.2,42.77,1
ORDER_0099,BOX_0099_0003,38.23,41.2,63.65,1
ORDER_0099,BOX_0099_0004,19.28,43.2,14.4,1
ORDER_0099,BOX_0099_0005,19.28,43.2,28.37,1
ORDER_0099,BOX_0099_0006,15.37,58.8,42.69,1
ORDER_0099,BOX_0099_0007,42.69,22.86,58.8,1
ORDER_0099,BOX_0099_0008,26.11,38.23,20.96,1
ORDER_0099,BOX_0099_0009,20.96,32.69,38.23,1
ORDER_0099,BOX_0099_0010,33.45,26.79,48.0,1
ORDER_0099,BOX_0099_0011,33.45,26.79,20.76,1
ORDER_0099,BOX_0099_0012,41.84,56.8,21.32,1
